Institution,Q3_SATMath,Q7_ACTMath,Q15_CalculusNonAPFinalGrade,Q17_CalculusABFinalGrade,Q17_CalculusBCFinalGrade,Q18,Q26,Q29_Confident,Q48,Q60,Q3Post,Q4Post_NeverIntended,Q4Post_Major,Q4Post_Experience,Q4Post_OtherCourses,Q4Post_Time,Q4Post_Grade,Q4Post_Understand,Q5Post,Q6Post_Confident,Q18Post_AskedQs,Q18Post_Listened,Q18Post_Applications,Q18Post_Time,Q18Post_ProblemSolver,Q18Post_Explanations,Q18Post_Appointments,Q18Post_Discouraged,Q19Post_SpecificProblems,Q19Post_WorkTogether,Q19Post_Discussion,Q19Post_Presentations,Q19Post_Individually,Q19Post_Lecture,Q19Post_AskQuestions,Q19Post_ExplainThinking
62,660,NA,NA,NA,5,2,2,4,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,680,NA,NA,2,NA,1,2,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,600,NA,2,NA,NA,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,620,NA,NA,NA,NA,2,2,3,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,650,NA,3,NA,NA,2,2,2,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,680,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,640,NA,NA,5,NA,2,3,5,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,3,4,5,5,6,5,5,5,5,2,4,4,4,5,3,5,6,5
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,4,NA,NA,NA,2,5,4,4,4,5,3,4,5,4,4,3,1,1,5,3,2,2
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,5,1,3,5,3,3,2,5,1,1,6,1,1,2,6,2,3
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,5,NA,NA,2,2,5,4,5,5,4,3,5,3,4,2,2,1,4,5,5,5
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,5,5,5,6,5,5,5,6,1,6,5,2,1,5,6,6,6
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2,6,6,6,6,6,6,6,6,1,6,5,4,1,6,6,6,4
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,NA,5,NA,7,2,2,1,1,5,1,1,1,2,1,3,2,1,1,4,5,4,2
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2,4,6,6,6,6,6,6,6,1,6,5,6,2,6,4,6,6
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,4,NA,NA,7,2,1,3,3,4,2,2,3,5,5,2,4,1,1,2,6,2,2
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,6,4,5,5,3,2,5,5,4,2,2,6,5,4
62,740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,2,5,5,5,6,5,5,5,4,1,5,5,2,1,5,6,6,4
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,4,NA,NA,7,2,4,3,5,5,4,4,2,4,4,3,3,3,2,2,5,3,2
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,4,NA,NA,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,2,1,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,6,5,5,5,6,6,1,6,2,5,4,2,5,5,3
114,NA,NA,NA,NA,NA,2,1,4,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,5,6,1,6,1,1,1,5,6,4,2
114,620,NA,4,NA,NA,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,4,5,5,6,6,1,6,1,1,1,3,6,1,1
114,NA,27,NA,NA,NA,1,1,2,2,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,6,6,4,6,6,6,6,1,4,2,6,1,6,6,6,1
114,620,NA,NA,NA,NA,2,1,5,1,7,1,NA,NA,NA,NA,NA,NA,NA,1,4,4,5,4,5,3,5,3,2,5,1,2,1,5,5,4,2
114,500,NA,NA,NA,NA,2,1,5,1,13,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,1,6,1,5,1,6,6,6,4
114,NA,NA,NA,NA,NA,2,1,5,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,2,3,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,640,NA,NA,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,1,1,6,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,1,1,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,570,NA,NA,NA,NA,2,1,5,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,2,1,6,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,600,NA,NA,1,NA,2,2,5,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,3,NA,NA,NA,NA,1,5,6,6,6,6,6,6,6,1,6,1,1,1,5,5,6,1
114,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,1,1,5,2,9,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,1,5,3,5,3,5,5,6,3
80,NA,28,NA,NA,NA,2,1,5,2,2,2,NA,NA,NA,4,5,NA,NA,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
80,NA,20,NA,1,NA,2,1,6,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,1,6,3,5,1,3,6,5,5
80,0,NA,NA,NA,NA,2,1,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,34,NA,NA,3,2,1,5,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,23,NA,NA,NA,2,2,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,25,NA,NA,NA,1,1,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,2,3,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,27,NA,NA,NA,2,3,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,25,NA,2,NA,2,1,6,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,23,1,NA,NA,2,2,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,26,NA,NA,NA,2,1,6,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,2,1,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,28,NA,NA,NA,2,2,4,1,12,2,1,NA,NA,NA,NA,6,NA,2,1,3,4,2,4,3,4,3,3,4,3,3,4,4,3,4,3
163,NA,NA,NA,NA,2,2,1,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,3,4,4,3,4,5,4,4,3,2,2,3,5,4,3
163,700,NA,2,NA,NA,2,2,6,1,1,2,1,NA,NA,NA,NA,NA,NA,2,6,6,6,6,6,6,6,6,1,6,2,NA,1,4,6,4,1
163,600,NA,NA,NA,NA,2,2,5,1,2,3,NA,NA,NA,NA,NA,NA,NA,3,5,6,6,5,5,5,6,6,1,6,2,2,1,3,4,6,5
163,700,33,NA,NA,NA,2,3,5,2,2,2,1,NA,NA,NA,NA,NA,NA,2,4,6,6,4,4,5,5,6,1,5,2,1,1,3,6,3,1
163,680,35,NA,2,NA,2,1,6,1,12,1,NA,NA,NA,NA,NA,NA,NA,3,5,6,6,6,5,5,6,6,1,4,4,6,1,5,5,5,5
163,590,32,NA,NA,NA,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,700,NA,NA,NA,NA,2,2,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,5,1,2,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,750,NA,NA,2,NA,1,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,600,NA,NA,2,NA,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,700,35,2,NA,NA,2,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,4,NA,NA,NA,2,5,5,5,4,5,4,5,5,2,5,2,2,1,2,3,4,3
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,4,NA,NA,NA,2,4,5,5,4,5,5,5,5,2,5,1,1,1,2,5,5,5
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,3,6,6,6,6,6,6,6,1,6,3,6,1,6,6,6,2
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,4,5,NA,NA,2,4,5,5,5,5,5,5,6,3,6,3,NA,1,5,5,5,3
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,NA,5,6,7,2,3,5,5,3,3,2,5,6,2,6,2,5,1,3,6,5,2
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,3,4,4,4,3,3,3,3,3,4,1,4,1,2,4,5,2
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,5,NA,NA,1,4,5,6,6,4,4,4,6,3,6,2,6,1,1,6,NA,1
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,4,NA,NA,NA,2,4,NA,5,5,4,4,5,6,2,5,4,5,2,4,4,5,3
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,5,5,5,5,5,5,6,5,5,3,4,6,6,6
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,4,5,NA,7,2,3,3,6,6,5,3,6,6,1,6,2,6,1,6,6,5,2
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,5,5,6,4,6,4,6,6,3,6,2,1,1,5,6,6,3
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,NA,NA,2,6,4,6,5,6,6,6,6,1,6,4,4,1,5,5,5,5
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,6,5,5,6,6,5,6,6,1,6,3,4,1,3,1,6,1
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,4,5,NA,NA,2,5,4,NA,3,4,3,3,4,4,3,4,4,3,3,5,2,3
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,3,NA,5,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,680,NA,NA,1,NA,2,1,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,630,NA,NA,NA,NA,2,2,3,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,1,3,3,2,2,2,1,NA,NA,NA,NA,NA,NA,2,4,4,5,5,5,4,5,5,2,6,1,4,1,4,6,6,6
4,NA,33,NA,2,NA,2,3,6,2,14,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,6,6,6,1,6,1,4,1,6,6,6,6
4,NA,26,NA,1,NA,2,2,6,2,3,2,1,NA,NA,4,NA,NA,NA,2,6,5,6,6,6,6,6,6,1,6,1,3,1,6,6,6,6
4,640,28,1,NA,NA,2,2,4,1,12,2,NA,NA,NA,4,NA,NA,NA,1,4,5,6,5,6,6,6,6,1,6,1,5,1,6,6,6,5
4,NA,29,6,NA,NA,2,1,4,2,9,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,6,2,6,5,5,6,1,4,2,2,1,2,6,6,6
4,800,NA,NA,NA,NA,1,3,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,2,1,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,545,NA,NA,4,NA,2,3,4,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,1600,30,NA,3,NA,2,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,2,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,19,NA,NA,NA,2,3,4,2,15,2,1,2,NA,NA,NA,NA,NA,2,4,4,4,4,4,4,4,4,4,6,3,4,1,4,3,5,2
4,520,NA,NA,NA,NA,2,2,3,2,3,2,1,NA,NA,NA,5,NA,NA,2,5,NA,NA,6,6,6,6,6,1,6,1,1,1,1,1,2,3
4,NA,29,NA,NA,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,600,25,NA,NA,NA,2,2,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,600,NA,NA,NA,NA,2,1,5,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,660,NA,NA,2,NA,1,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,2,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,1,NA,NA,2,2,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,580,26,NA,5,NA,2,1,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,23,NA,NA,NA,1,3,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,690,32,NA,NA,NA,2,3,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,5,5,5,5,5,5,1,6,1,4,1,4,3,5,3
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2,4,5,6,5,5,5,5,6,1,6,2,3,1,5,5,5,3
6,870,NA,NA,2,NA,2,1,6,1,6,1,NA,NA,NA,NA,NA,NA,NA,1,5,6,6,6,6,6,6,6,1,5,5,6,4,3,3,6,6
6,NA,NA,NA,5,NA,2,1,5,2,8,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,4,5,4,5,5,2,4,6,6,2,4,6,6,6
6,590,NA,NA,NA,NA,2,3,5,1,5,1,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,3,4,4,5,2,2,4,4,2,2,5,5,6
6,650,NA,NA,NA,2,2,1,6,2,3,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,4,4,3,3,3,5,4,2,5,2,2,5,6,6,6
6,650,27,NA,NA,5,2,1,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,6,4,2,5,1,4,3,6,5,1,2,5,1,3,6,6,6
6,670,27,NA,NA,1,2,1,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,3,6,6,6,6,1,6,6,1,6,6,6,6
6,NA,NA,NA,NA,NA,2,3,4,2,15,1,NA,NA,NA,NA,NA,NA,NA,3,4,5,5,5,4,5,5,5,1,2,4,3,1,5,6,6,6
6,640,NA,NA,5,NA,2,1,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,6,4,4,4,4,3,2,5,6,1,5,6,5,6
6,450,NA,NA,NA,NA,2,2,4,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,32,NA,NA,NA,2,3,5,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,29,NA,NA,NA,2,1,3,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,1,3,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,470,NA,NA,NA,NA,2,1,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,470,NA,NA,NA,NA,1,1,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,610,24,NA,NA,NA,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,770,NA,NA,NA,NA,2,3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,2,1,6,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,2,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,570,NA,NA,NA,NA,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,610,NA,NA,NA,NA,2,1,5,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,670,NA,NA,3,NA,2,1,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,530,24,NA,10,NA,2,1,6,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,610,NA,NA,NA,NA,2,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,2,1,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,NA,NA,NA,2,3,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,540,4,8,NA,NA,2,2,5,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
